Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
0747E6       1    No     0000712F-00007134        6
0747F1       1    No     00007135-0000713A        6
074811       1    No     0000713B-00007140        6
074824       5    No     00007141-0000714A        A
074849       D    No     0000714B-0000715C       12
074869       1    No     0000715D-00007162        6
074873       1    No     00007163-00007168        6
07489C       1    No     00007169-0000716E        6
0748B6       C    No     0000716F-0000717F       11
0748C8       1    No     00007180-00007185        6
0748DD       1    No     00007186-0000718B        6
0748E4       4    No     0000718C-00007194        9
0748EE       6    No     00007195-0000719F        B
0748FC       1    No     000071A0-000071A5        6
074904       D    No     000071A6-000071B7       12
0749AA       1    No     000071B8-000071BD        6
0749BC       C    No     000071BE-000071CE       11
0749D4       9    No     000071CF-000071DC        E
0749E6      18    No     000071DD-000071F9       1D
074A0E       8    Yes    000071FA-00007201        8
074A2E       5    No     00007202-0000720B        A
074A39       4    No     0000720C-00007214        9
074A4A       4    No     00007215-0000721D        9
074A85       1    No     0000721E-00007223        6
074A93       1    No     00007224-00007229        6
074AA2      3A    No     0000722A-00007268       3F
074AE2       1    No     00007269-0000726E        6
074AED       1    No     0000726F-00007274        6
074AF5       9    No     00007275-00007282        E
074B04       2    No     00007283-00007289        7
074B0C       1    No     0000728A-0000728F        6
074B14      12    No     00007290-000072A6       17
074B39       5    No     000072A7-000072B0        A
074B49       D    No     000072B1-000072C2       12
074B5E      10    No     000072C3-000072D7       15
074B87       6    No     000072D8-000072E2        B
074BA3       1    No     000072E3-000072E8        6
074BAB      23    No     000072E9-00007310       28
074BDE      10    No     00007311-00007325       15
074BF4       1    No     00007326-0000732B        6
074BFB       1    No     0000732C-00007331        6
074C02       4    No     00007332-0000733A        9
074C0D       9    No     0000733B-00007348        E
074C25       1    No     00007349-0000734E        6
074C2D       1    No     0000734F-00007354        6
074C3D       1    No     00007355-0000735A        6
074C45       1    No     0000735B-00007360        6
074C4D       1    No     00007361-00007366        6
074C54      10    No     00007367-0000737B       15
074C7C      1A    No     0000737C-0000739A       1F
075068      18    No     0000739B-000073B7       1D
075118       2    No     000073B8-000073BE        7
076224       2    No     000073BF-000073C5        7
07623C     5C3    No     000073C6-0000798D      5C8
07680A       1    No     0000798E-00007993        6
076816      EB    No     00007994-00007A83       F0
076930       8    No     00007A84-00007A90        D
0769A4       4    No     00007A91-00007A99        9
0769D5       3    No     00007A9A-00007AA1        8
076A40       C    No     00007AA2-00007AB2       11
076B10     8EE    No     00007AB3-000083A5      8F3
077404     16F    No     000083A6-00008519      174
077586      59    No     0000851A-00008577       5E
0775EB     7D2    No     00008578-00008D4E      7D7
077DC5       5    No     00008D4F-00008D58        A
077DD2     42D    No     00008D59-0000918A      432
078216       5    No     0000918B-00009194        A
078225      3D    No     00009195-000091D6       42
07826C       8    No     000091D7-000091E3        D
078280      21    No     000091E4-00009209       26
0782AC      19    No     0000920A-00009227       1E
0782D0      11    No     00009228-0000923D       16
0782EC      16    No     0000923E-00009258       1B
078309      4D    No     00009259-000092AA       52
078369      3E    No     000092AB-000092ED       43
0783C4      3E    No     000092EE-00009330       43
07840F       B    No     00009331-00009340       10
078425      1B    No     00009341-00009360       20
078449      57    No     00009361-000093BC       5C
0784B5     64B    No     000093BD-00009A0C      650
078B0A       E    No     00009A0D-00009A1F       13
078B1E       7    No     00009A20-00009A2B        C
078B31       A    No     00009A2C-00009A3A        F
078B49      11    No     00009A3B-00009A50       16
078B77       1    No     00009A51-00009A56        6
078B7F       4    No     00009A57-00009A5F        9
078B8C       4    No     00009A60-00009A68        9
078BA9       B    No     00009A69-00009A78       10
078BC1      22    No     00009A79-00009A9F       27
078BEA       5    No     00009AA0-00009AA9        A
078BF7      17    No     00009AAA-00009AC5       1C
078C14       6    No     00009AC6-00009AD0        B
078C26     30C    No     00009AD1-00009DE1      311
078F32      24    Yes    00009DE2-00009DE9        8
078F56      3C    No     00009DEA-00009E2A       41
078F92      1C    Yes    00009E2B-00009E32        8
078FAE      18    No     00009E33-00009E4F       1D
078FC8      2D    Yes    00009E50-00009E57        8
078FF6       7    No     00009E58-00009E63        C
079016       8    No     00009E64-00009E70        D
07902E       2    No     00009E71-00009E77        7
079274      63    No     00009E78-00009EDF       68
0792D7       9    Yes    00009EE0-00009EE7        8
079308      11    No     00009EE8-00009EFD       16
079320      92    No     00009EFE-00009F94       97
0793B8      10    No     00009F95-00009FA9       15
0793D1     131    No     00009FAA-0000A0DF      136
079508      57    No     0000A0E0-0000A13B       5C
079566      9A    No     0000A13C-0000A1DA       9F
079608      27    No     0000A1DB-0000A206       2C
079635       2    No     0000A207-0000A20D        7
07963E       1    No     0000A20E-0000A213        6
079645       2    No     0000A214-0000A21A        7
07964E       9    No     0000A21B-0000A228        E
07965E       2    No     0000A229-0000A22F        7
079667      80    No     0000A230-0000A2B4       85
0796EE       9    No     0000A2B5-0000A2C2        E
0796FE       1    No     0000A2C3-0000A2C8        6
079706      31    No     0000A2C9-0000A2FE       36
07973D       2    No     0000A2FF-0000A305        7
079745       2    No     0000A306-0000A30C        7
07974D       A    No     0000A30D-0000A31B        F
07975E       1    No     0000A31C-0000A321        6
079766       A    No     0000A322-0000A330        F
079776       1    No     0000A331-0000A336        6
07977E       1    No     0000A337-0000A33C        6
079786       1    No     0000A33D-0000A342        6
07978E       2    No     0000A343-0000A349        7
079796       1    No     0000A34A-0000A34F        6
07979E       1    No     0000A350-0000A355        6
0797A6       1    No     0000A356-0000A35B        6
0797AE      12    No     0000A35C-0000A372       17
0797C6       1    No     0000A373-0000A378        6
0797CE       1    No     0000A379-0000A37E        6
0797D6      39    No     0000A37F-0000A3BC       3E
079815       2    No     0000A3BD-0000A3C3        7
07981E       9    No     0000A3C4-0000A3D1        E
07982E      11    No     0000A3D2-0000A3E7       16
079846       9    No     0000A3E8-0000A3F5        E
079856       1    No     0000A3F6-0000A3FB        6
07985E       1    No     0000A3FC-0000A401        6
079866       1    No     0000A402-0000A407        6
07986D       2    No     0000A408-0000A40E        7
079876       1    No     0000A40F-0000A414        6
07987E       4    No     0000A415-0000A41D        9
07988A      DF    No     0000A41E-0000A501       E4
079970      1D    No     0000A502-0000A523       22
0799A6      12    No     0000A524-0000A53A       17
0799C3       7    No     0000A53B-0000A546        C
0799E8       C    No     0000A547-0000A557       11
079A1E       1    No     0000A558-0000A55D        6
079A29      2C    No     0000A55E-0000A58E       31
079A60       7    No     0000A58F-0000A59A        C
079A72       7    No     0000A59B-0000A5A6        C
079A8A       6    No     0000A5A7-0000A5B1        B
079A96      24    No     0000A5B2-0000A5DA       29
079AC6      5A    No     0000A5DB-0000A639       5F
079B26      14    No     0000A63A-0000A652       19
079B43       7    No     0000A653-0000A65E        C
079B50      7F    No     0000A65F-0000A6E2       84
079BD5      11    No     0000A6E3-0000A6F8       16
079BEC       6    No     0000A6F9-0000A703        B
079BF8       5    No     0000A704-0000A70D        A
079C09      19    No     0000A70E-0000A72B       1E
079C33       1    No     0000A72C-0000A731        6
079C59      10    No     0000A732-0000A746       15
079C70       1    No     0000A747-0000A74C        6
079C8E       5    No     0000A74D-0000A756        A
079C9A      18    No     0000A757-0000A773       1D
079CC4       5    No     0000A774-0000A77D        A
079CDD       A    No     0000A77E-0000A78C        F
079CEE       5    No     0000A78D-0000A796        A
079D07       3    No     0000A797-0000A79E        8
079D16       1    No     0000A79F-0000A7A4        6
079D3D       4    No     0000A7A5-0000A7AD        9
079D4F       9    No     0000A7AE-0000A7BB        E
079D66       C    No     0000A7BC-0000A7CC       11
079D7A       1    No     0000A7CD-0000A7D2        6
079D8C       F    No     0000A7D3-0000A7E6       14
079DA4       1    No     0000A7E7-0000A7EC        6
079DAB       1    No     0000A7ED-0000A7F2        6
079DCC       6    No     0000A7F3-0000A7FD        B
079DF6       6    No     0000A7FE-0000A808        B
079E0C       6    No     0000A809-0000A813        B
07A015      24    No     0000A814-0000A83C       29
07A040      BD    No     0000A83D-0000A8FE       C2
07A104      CC    No     0000A8FF-0000A9CF       D1
07A1E0      10    No     0000A9D0-0000A9E4       15
07A250       8    No     0000A9E5-0000A9F1        D
07A27C       8    No     0000A9F2-0000A9FE        D
07A2A8       3    No     0000A9FF-0000AA06        8
07A2BC       3    No     0000AA07-0000AA0E        8
07A2CC       4    No     0000AA0F-0000AA17        9
07A2E8      20    No     0000AA18-0000AA3C       25
07A310      3C    No     0000AA3D-0000AA7D       41
07A36C      24    No     0000AA7E-0000AAA6       29
07A39C       8    No     0000AAA7-0000AAB3        D
07A3BC      24    No     0000AAB4-0000AADC       29
07A3E8       C    No     0000AADD-0000AAED       11
07A414       1    No     0000AAEE-0000AAF3        6
07A421       7    No     0000AAF4-0000AAFF        C
07A43C      1C    No     0000AB00-0000AB20       21
07A464       4    No     0000AB21-0000AB29        9
07A474       4    No     0000AB2A-0000AB32        9
07A480       4    No     0000AB33-0000AB3B        9
07A490       4    No     0000AB3C-0000AB44        9
07A4B4       3    No     0000AB45-0000AB4C        8
07A4C4       4    No     0000AB4D-0000AB55        9
07A4D0       7    No     0000AB56-0000AB61        C
07A4EC       8    No     0000AB62-0000AB6E        D
07A4FF       1    No     0000AB6F-0000AB74        6
07A550       2    No     0000AB75-0000AB7B        7
07A55B       2    No     0000AB7C-0000AB82        7
07A566       A    No     0000AB83-0000AB91        F
07A576      19    No     0000AB92-0000ABAF       1E
07A597       E    No     0000ABB0-0000ABC2       13
07A5AB       E    No     0000ABC3-0000ABD5       13
07A5C4       2    No     0000ABD6-0000ABDC        7
07A5CC      15    No     0000ABDD-0000ABF6       1A
07A5E9      10    No     0000ABF7-0000AC0B       15
07A652     13D    No     0000AC0C-0000AD4D      142
07A7A8       6    No     0000AD4E-0000AD58        B
07A7DA      2E    No     0000AD59-0000AD8B       33
07A814       6    No     0000AD8C-0000AD96        B
07A829       3    No     0000AD97-0000AD9E        8
07A837       1    No     0000AD9F-0000ADA4        6
07A83E      30    No     0000ADA5-0000ADD9       35
07A954       3    No     0000ADDA-0000ADE1        8
07A965       4    No     0000ADE2-0000ADEA        9
07A98D      16    No     0000ADEB-0000AE05       1B
07A9BF       7    No     0000AE06-0000AE11        C
07A9E0       E    No     0000AE12-0000AE24       13
07A9F8      50    No     0000AE25-0000AE79       55
07AA5C       4    No     0000AE7A-0000AE82        9
07AA75       5    No     0000AE83-0000AE8C        A
07AB00      3F    No     0000AE8D-0000AED0       44
07AB62       F    No     0000AED1-0000AEE4       14
07AB92       3    No     0000AEE5-0000AEEC        8
07ABD4       1    No     0000AEED-0000AEF2        6
07AC54       1    No     0000AEF3-0000AEF8        6
07AC74       1    No     0000AEF9-0000AEFE        6
07AC82       C    No     0000AEFF-0000AF0F       11
07ACA0      20    No     0000AF10-0000AF34       25
07AD00      3D    No     0000AF35-0000AF76       42
07AD40       8    Yes    0000AF77-0000AF7E        8
07AD55      16    No     0000AF7F-0000AF99       1B
07AD71      22    No     0000AF9A-0000AFC0       27
07B000     1C6    No     0000AFC1-0000B18B      1CB
07B1C6      39    Yes    0000B18C-0000B193        8
07B206      6F    No     0000B194-0000B207       74
07B297     342    No     0000B208-0000B54E      347
07B608      3D    No     0000B54F-0000B590       42
07B651      47    No     0000B591-0000B5DC       4C
07B6A1      31    No     0000B5DD-0000B612       36
07B700     DDD    No     0000B613-0000C3F4      DE2
07C4DD     251    Yes    0000C3F5-0000C3FC        8
07C900      57    No     0000C3FD-0000C458       5C
07C95D      89    No     0000C459-0000C4E6       8E
07CAC1      5D    No     0000C4E7-0000C548       62
07CC11       5    No     0000C549-0000C552        A
07CC45       5    No     0000C553-0000C55C        A
07CC5C       4    No     0000C55D-0000C565        9
07CC70       C    No     0000C566-0000C576       11
07CC84       A    No     0000C577-0000C585        F
07CC98       4    No     0000C586-0000C58E        9
07CCA5       1    No     0000C58F-0000C594        6
07CCAC       A    No     0000C595-0000C5A3        F
07CCC8       A    No     0000C5A4-0000C5B2        F
07CCED       B    No     0000C5B3-0000C5C2       10
07CD00       4    No     0000C5C3-0000C5CB        9
07CD0D      27    No     0000C5CC-0000C5F7       2C
07CD3D       1    No     0000C5F8-0000C5FD        6
07CD4C       4    No     0000C5FE-0000C606        9
07CD60       4    No     0000C607-0000C60F        9
07CD70       4    No     0000C610-0000C618        9
07CD80       8    No     0000C619-0000C625        D
07CDA5       1    No     0000C626-0000C62B        6
07CDD0       4    No     0000C62C-0000C634        9
07CDDC       4    No     0000C635-0000C63D        9
07CE1D       1    No     0000C63E-0000C643        6
07CE59       1    No     0000C644-0000C649        6
07CE8C       C    No     0000C64A-0000C65A       11
07CF10       9    No     0000C65B-0000C668        E
07CF40       8    No     0000C669-0000C675        D
07CF54      2C    No     0000C676-0000C6A6       31
07D01E       5    No     0000C6A7-0000C6B0        A
07D037       8    No     0000C6B1-0000C6BD        D
07D046       4    No     0000C6BE-0000C6C6        9
07D0F5       A    No     0000C6C7-0000C6D5        F
07D108       1    No     0000C6D6-0000C6DB        6
07D6E4      63    No     0000C6DC-0000C743       68
07D790      41    No     0000C744-0000C789       46
080202     BD8    No     0000C78A-0000D366      BDD
080DE5    4308    No     0000D367-00011673     430D
0850F4    85BB    No     00011674-00019C33     85C0
08D6AF      15    Yes    00019C34-00019C3B        8
08D6C4    22E9    No     00019C3C-0001BF29     22EE
08F9AD     851    Yes    0001BF2A-0001BF31        8
0901FE       2    No     0001BF32-0001BF38        7
09020A     1F4    No     0001BF39-0001C131      1F9
090409    44C5    No     0001C132-000205FB     44CA
0948D4    292A    No     000205FC-00022F2A     292F
097236       1    No     00022F2B-00022F30        6
097248       C    No     00022F31-00022F41       11
09725D       1    No     00022F42-00022F47        6
09726C       2    No     00022F48-00022F4E        7
09727C       3    No     00022F4F-00022F56        8
097286       1    No     00022F57-00022F5C        6
097292       1    No     00022F5D-00022F62        6
0972A5       4    No     00022F63-00022F6B        9
0972CF       1    No     00022F6C-00022F71        6
0972DF       5    No     00022F72-00022F7B        A
0972F9       1    No     00022F7C-00022F81        6
097307       1    No     00022F82-00022F87        6
097313       1    No     00022F88-00022F8D        6
09731E       6    No     00022F8E-00022F98        B
097339      12    No     00022F99-00022FAF       17
097368       6    No     00022FB0-00022FBA        B
097378       B    No     00022FBB-00022FCA       10
097391       1    No     00022FCB-00022FD0        6
097398       2    No     00022FD1-00022FD7        7
0973C4       1    No     00022FD8-00022FDD        6
0973D4       7    No     00022FDE-00022FE9        C
0973EB      14    No     00022FEA-00023002       19
097409       C    No     00023003-00023013       11
09741C      24    No     00023014-0002303C       29
09746E      4F    No     0002303D-00023090       54
0974C4      53    No     00023091-000230E8       58
097663       1    No     000230E9-000230EE        6
09766D       1    No     000230EF-000230F4        6
097675      EB    No     000230F5-000231E4       F0
097777      C1    No     000231E5-000232AA       C6
098204       F    No     000232AB-000232BE       14
09821C       3    No     000232BF-000232C6        8
098228     2D7    No     000232C7-000235A2      2DC
098535      EC    No     000235A3-00023693       F1
09863B       1    No     00023694-00023699        6
098643       1    No     0002369A-0002369F        6
098675      19    No     000236A0-000236BD       1E
0986B0       1    No     000236BE-000236C3        6
0986E6       1    No     000236C4-000236C9        6
0986FA      9D    No     000236CA-0002376B       A2
0987B8     6B3    No     0002376C-00023E23      6B8
098E71     A8E    No     00023E24-000248B6      A93
099A0C      4D    No     000248B7-00024908       52
099A6C      51    No     00024909-0002495E       56
099ACC      37    No     0002495F-0002499A       3C
099B0E     2F2    No     0002499B-00024C91      2F7
099E1C      A9    No     00024C92-00024D3F       AE
099F0A      9E    No     00024D40-00024DE2       A3
099FB2     650    No     00024DE3-00025437      655
09A680      17    No     00025438-00025453       1C
09A702    2C27    No     00025454-0002807F     2C2C
09D331      6D    No     00028080-000280F1       72
09D3A6      20    No     000280F2-00028116       25
09D3C6      39    Yes    00028117-0002811E        8
09EBC6      4B    No     0002811F-0002816E       50
09EC21       1    No     0002816F-00028174        6
09EC2D      D4    No     00028175-0002824D       D9
09F224       2    No     0002824E-00028254        7
09F57E       1    No     00028255-0002825A        6
09F5B9       1    No     0002825B-00028260        6
09F5C8     533    No     00028261-00028798      538
09FC59      11    No     00028799-000287AE       16
09FC75       8    No     000287AF-000287BB        D
09FF02      16    No     000287BC-000287D6       1B
09FF1F       3    No     000287D7-000287DE        8
09FF36       1    No     000287DF-000287E4        6
09FF43       1    No     000287E5-000287EA        6
09FF56       9    No     000287EB-000287F8        E
09FF6B      3F    No     000287F9-0002883C       44
09FFB2       C    No     0002883D-0002884D       11
09FFCB      16    No     0002884E-00028868       1B
09FFFC      10    No     00028869-0002887D       15
0A001F      56    No     0002887E-000288D8       5B
0A008E      10    No     000288D9-000288ED       15
0A00B5       7    No     000288EE-000288F9        C
0A00EC       8    No     000288FA-00028906        D
0A0C80      13    No     00028907-0002891E       18
0A0C9E      11    No     0002891F-00028934       16
0A0CB6      11    No     00028935-0002894A       16
0A0CCE       1    No     0002894B-00028950        6
0A0CDB       6    No     00028951-0002895B        B
0A0D1C       3    No     0002895C-00028963        8
0A0D3C       3    No     00028964-0002896B        8
0A0D48       3    No     0002896C-00028973        8
0A0D52       3    No     00028974-0002897B        8
0A0D5C      1B    No     0002897C-0002899B       20
0A0DFD       1    No     0002899C-000289A1        6
0A0E31       3    No     000289A2-000289A9        8
0A0E51       9    No     000289AA-000289B7        E
0A0E71       1    No     000289B8-000289BD        6
0A0F78       2    No     000289BE-000289C4        7
0A1305       1    No     000289C5-000289CA        6
0A133D       1    No     000289CB-000289D0        6
0A1388       8    No     000289D1-000289DD        D
0A139E       2    No     000289DE-000289E4        7
0A13E4       1    No     000289E5-000289EA        6
0A13F8       1    No     000289EB-000289F0        6
0A1401       1    No     000289F1-000289F6        6
0A1437       9    No     000289F7-00028A04        E
0A14B5       5    No     00028A05-00028A0E        A
0A14F1       1    No     00028A0F-00028A14        6
0A14FE       1    No     00028A15-00028A1A        6
0A16B8       2    No     00028A1B-00028A21        7
0A1845       1    No     00028A22-00028A27        6
0A1A9D       1    No     00028A28-00028A2D        6
0A1AAD       1    No     00028A2E-00028A33        6
0A1ABB       3    No     00028A34-00028A3B        8
0A1BE5       1    No     00028A3C-00028A41        6
0A1BFC       1    No     00028A42-00028A47        6
0A1C0D       1    No     00028A48-00028A4D        6
0A1D06       4    No     00028A4E-00028A56        9
0A1D17      1B    Yes    00028A57-00028A5E        8
0A1D35       1    No     00028A5F-00028A64        6
0A1D43       1    No     00028A65-00028A6A        6
0A1D57       3    No     00028A6B-00028A72        8
0A1D84       2    No     00028A73-00028A79        7
0A1D96       6    No     00028A7A-00028A84        B
0A1DC9       1    No     00028A85-00028A8A        6
0A1DD9       1    No     00028A8B-00028A90        6
0A1E23       1    No     00028A91-00028A96        6
0A30F0       2    No     00028A97-00028A9D        7
0A30FE       2    No     00028A9E-00028AA4        7
0A31F0       2    No     00028AA5-00028AAB        7
0A31FE       2    No     00028AAC-00028AB2        7
0A32F0       2    No     00028AB3-00028AB9        7
0A32FE       2    No     00028ABA-00028AC0        7
0A33F0       2    No     00028AC1-00028AC7        7
0A33FE       2    No     00028AC8-00028ACE        7
0A5485       1    No     00028ACF-00028AD4        6
0A5497       1    No     00028AD5-00028ADA        6
0A5585       1    No     00028ADB-00028AE0        6
0A5597       1    No     00028AE1-00028AE6        6
0A55D8       1    No     00028AE7-00028AEC        6
0A5621       5    No     00028AED-00028AF6        A
0A5631       5    No     00028AF7-00028B00        A
0A5685       1    No     00028B01-00028B06        6
0A5697       1    No     00028B07-00028B0C        6
0A5721       5    No     00028B0D-00028B16        A
0A5731       5    No     00028B17-00028B20        A
0A5785       1    No     00028B21-00028B26        6
0A5797       1    No     00028B27-00028B2C        6
0A57D8       1    No     00028B2D-00028B32        6
0A6D90      F0    No     00028B33-00028C27       F5
0A783A       1    No     00028C28-00028C2D        6
0A81A3       3    No     00028C2E-00028C35        8
0A81C1       A    No     00028C36-00028C44        F
0A8202     2F6    No     00028C45-00028F3F      2FB
0A8500    131A    No     00028F40-0002A25E     131F
0A987D     512    No     0002A25F-0002A775      517
0A9E9D       1    No     0002A776-0002A77B        6
0A9EAA       1    No     0002A77C-0002A781        6
0A9EB7       2    No     0002A782-0002A788        7
0A9EC4       1    No     0002A789-0002A78E        6
0A9ED1       2    No     0002A78F-0002A795        7
0A9EDE       1    No     0002A796-0002A79B        6
0A9EEB       1    No     0002A79C-0002A7A1        6
0A9EF8       1    No     0002A7A2-0002A7A7        6
0A9F04       2    No     0002A7A8-0002A7AE        7
0A9F12       1    No     0002A7AF-0002A7B4        6
0A9F1F       1    No     0002A7B5-0002A7BA        6
0A9F2C       2    No     0002A7BB-0002A7C1        7
0A9F39       1    No     0002A7C2-0002A7C7        6
0A9F46       1    No     0002A7C8-0002A7CD        6
0A9F53       1    No     0002A7CE-0002A7D3        6
0A9F60       1    No     0002A7D4-0002A7D9        6
0A9F6D       1    No     0002A7DA-0002A7DF        6
0A9F7A       2    No     0002A7E0-0002A7E6        7
0A9F86       F    No     0002A7E7-0002A7FA       14
0A9FA1       1    No     0002A7FB-0002A800        6
0A9FAE       1    No     0002A801-0002A806        6
0A9FBB       1    No     0002A807-0002A80C        6
0A9FC8       1    No     0002A80D-0002A812        6
0A9FD5       1    No     0002A813-0002A818        6
0A9FE2       E    No     0002A819-0002A82B       13
0A9FFC       1    No     0002A82C-0002A831        6
0AA009       1    No     0002A832-0002A837        6
0AA016       1    No     0002A838-0002A83D        6
0AA023       1    No     0002A83E-0002A843        6
0AA030       1    No     0002A844-0002A849        6
0AA037       7    No     0002A84A-0002A855        C
0AA04A       1    No     0002A856-0002A85B        6
0AA057       1    No     0002A85C-0002A861        6
0AA064       2    No     0002A862-0002A868        7
0AA071       1    No     0002A869-0002A86E        6
0AA07E       1    No     0002A86F-0002A874        6
0AA08B       1    No     0002A875-0002A87A        6
0AA098       1    No     0002A87B-0002A880        6
0AA0A5       2    No     0002A881-0002A887        7
0AA0B2       2    No     0002A888-0002A88E        7
0AA0BF       2    No     0002A88F-0002A895        7
0AA0CC       2    No     0002A896-0002A89C        7
0AA0D9       2    No     0002A89D-0002A8A3        7
0AA0E6       F    No     0002A8A4-0002A8B7       14
0AA100       2    No     0002A8B8-0002A8BE        7
0AA10D       F    No     0002A8BF-0002A8D2       14
0AA127       2    No     0002A8D3-0002A8D9        7
0AA134       2    No     0002A8DA-0002A8E0        7
0AA141       2    No     0002A8E1-0002A8E7        7
0AA14E       F    No     0002A8E8-0002A8FB       14
0AA168       2    No     0002A8FC-0002A902        7
0AA175       1    No     0002A903-0002A908        6
0AA182       1    No     0002A909-0002A90E        6
0AA18F       1    No     0002A90F-0002A914        6
0AA19C       1    No     0002A915-0002A91A        6
0AA1A9       1    No     0002A91B-0002A920        6
0AA1B6       1    No     0002A921-0002A926        6
0AA1C3       2    No     0002A927-0002A92D        7
0AA1CF       2    No     0002A92E-0002A934        7
0AA1DD       1    No     0002A935-0002A93A        6
0AA1EA       1    No     0002A93B-0002A940        6
0AA1F7       1    No     0002A941-0002A946        6
0AA204       1    No     0002A947-0002A94C        6
0AA211       1    No     0002A94D-0002A952        6
0AA21E       1    No     0002A953-0002A958        6
0AA22B       1    No     0002A959-0002A95E        6
0AA238       1    No     0002A95F-0002A964        6
0AA245       1    No     0002A965-0002A96A        6
0AA252       1    No     0002A96B-0002A970        6
0AA25F       1    No     0002A971-0002A976        6
0AA26C       1    No     0002A977-0002A97C        6
0AA279       1    No     0002A97D-0002A982        6
0AA286       1    No     0002A983-0002A988        6
0AA293       E    No     0002A989-0002A99B       13
0AA2AD       1    No     0002A99C-0002A9A1        6
0AA2BA       1    No     0002A9A2-0002A9A7        6
0AA2C7       1    No     0002A9A8-0002A9AD        6
0AA2D4       1    No     0002A9AE-0002A9B3        6
0AA2E1       1    No     0002A9B4-0002A9B9        6
0AA2EE       1    No     0002A9BA-0002A9BF        6
0AA2FB       1    No     0002A9C0-0002A9C5        6
0AA308       1    No     0002A9C6-0002A9CB        6
0AA315       1    No     0002A9CC-0002A9D1        6
0AA322       E    No     0002A9D2-0002A9E4       13
0AA33C       1    No     0002A9E5-0002A9EA        6
0AA349       1    No     0002A9EB-0002A9F0        6
0AA356       1    No     0002A9F1-0002A9F6        6
0AA363       1    No     0002A9F7-0002A9FC        6
0AA370       1    No     0002A9FD-0002AA02        6
0AA37D       1    No     0002AA03-0002AA08        6
0AA38A       1    No     0002AA09-0002AA0E        6
0AA397       1    No     0002AA0F-0002AA14        6
0AA3A4       1    No     0002AA15-0002AA1A        6
0AA3B1       2    No     0002AA1B-0002AA21        7
0AA3BE       2    No     0002AA22-0002AA28        7
0AA3CB       1    No     0002AA29-0002AA2E        6
0AA3D8       1    No     0002AA2F-0002AA34        6
0AA3E5       1    No     0002AA35-0002AA3A        6
0AA3F2       1    No     0002AA3B-0002AA40        6
0AA3FF       1    No     0002AA41-0002AA46        6
0AA40C       1    No     0002AA47-0002AA4C        6
0AA419       1    No     0002AA4D-0002AA52        6
0AA426       1    No     0002AA53-0002AA58        6
0AA433       1    No     0002AA59-0002AA5E        6
0AA440       1    No     0002AA5F-0002AA64        6
0AA44D       1    No     0002AA65-0002AA6A        6
0AA45A       1    No     0002AA6B-0002AA70        6
0AA467       2    No     0002AA71-0002AA77        7
0AA474       1    No     0002AA78-0002AA7D        6
0AA481       1    No     0002AA7E-0002AA83        6
0AA48E       1    No     0002AA84-0002AA89        6
0AA49B       1    No     0002AA8A-0002AA8F        6
0AA4A8       1    No     0002AA90-0002AA95        6
0AA4B5       1    No     0002AA96-0002AA9B        6
0AA4C2       E    No     0002AA9C-0002AAAE       13
0AA4DC       1    No     0002AAAF-0002AAB4        6
0AA4E9       1    No     0002AAB5-0002AABA        6
0AA4F6       1    No     0002AABB-0002AAC0        6
0AA503       1    No     0002AAC1-0002AAC6        6
0AA510       1    No     0002AAC7-0002AACC        6
0AA51D       1    No     0002AACD-0002AAD2        6
0AA52A       1    No     0002AAD3-0002AAD8        6
0AA537       1    No     0002AAD9-0002AADE        6
0AA540       5    No     0002AADF-0002AAE8        A
0AA550       2    No     0002AAE9-0002AAEF        7
0AA55E       1    No     0002AAF0-0002AAF5        6
0AA56B       1    No     0002AAF6-0002AAFB        6
0AA578       1    No     0002AAFC-0002AB01        6
0AA585       1    No     0002AB02-0002AB07        6
0AA592       1    No     0002AB08-0002AB0D        6
0AA59F       1    No     0002AB0E-0002AB13        6
0AA5AC       1    No     0002AB14-0002AB19        6
0AA5B9       1    No     0002AB1A-0002AB1F        6
0AA5C6       1    No     0002AB20-0002AB25        6
0AA5D3       E    No     0002AB26-0002AB38       13
0AA5ED       E    No     0002AB39-0002AB4B       13
0AA607       2    No     0002AB4C-0002AB52        7
0AA614       1    No     0002AB53-0002AB58        6
0AA621       1    No     0002AB59-0002AB5E        6
0AA62E       1    No     0002AB5F-0002AB64        6
0AA63B       1    No     0002AB65-0002AB6A        6
0AA648       1    No     0002AB6B-0002AB70        6
0AA655       1    No     0002AB71-0002AB76        6
0AA662       1    No     0002AB77-0002AB7C        6
0AA66F       1    No     0002AB7D-0002AB82        6
0AA67C       1    No     0002AB83-0002AB88        6
0AA689       1    No     0002AB89-0002AB8E        6
0AA696       1    No     0002AB8F-0002AB94        6
0AA6A3       1    No     0002AB95-0002AB9A        6
0AA6B0       1    No     0002AB9B-0002ABA0        6
0AA6BD       1    No     0002ABA1-0002ABA6        6
0AA6CA       1    No     0002ABA7-0002ABAC        6
0AA6D7       1    No     0002ABAD-0002ABB2        6
0AA6E4       1    No     0002ABB3-0002ABB8        6
0AA6F1       1    No     0002ABB9-0002ABBE        6
0AA6FE       2    No     0002ABBF-0002ABC5        7
0AA70B       2    No     0002ABC6-0002ABCC        7
0AA718       2    No     0002ABCD-0002ABD3        7
0AA725       2    No     0002ABD4-0002ABDA        7
0AA732       1    No     0002ABDB-0002ABE0        6
