Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
158885      1B    Yes    0001192B-00011932        8
1588A0     10D    No     00011933-00011A44      112
1589AD      15    Yes    00011A45-00011A4C        8
1589C2     16B    No     00011A4D-00011BBC      170
158B2D      39    Yes    00011BBD-00011BC4        8
158B66      4A    No     00011BC5-00011C13       4F
158BB6       9    No     00011C14-00011C21        E
158BC0      60    Yes    00011C22-00011C29        8
158C20      80    No     00011C2A-00011CAE       85
158CA0      3F    Yes    00011CAF-00011CB6        8
158CE0      80    No     00011CB7-00011D3B       85
158D62      1E    Yes    00011D3C-00011D43        8
158D80      9C    No     00011D44-00011DE4       A1
158E1C      24    Yes    00011DE5-00011DEC        8
158E40     3AF    No     00011DED-000121A0      3B4
1591EF      1B    Yes    000121A1-000121A8        8
15920A       5    No     000121A9-000121B2        A
159210       F    Yes    000121B3-000121BA        8
159220     278    No     000121BB-00012437      27D
15949F     413    No     00012438-0001284F      418
1598B2      10    Yes    00012850-00012857        8
1598C2     11F    No     00012858-0001297B      124
1599E1      1F    Yes    0001297C-00012983        8
159A00      30    No     00012984-000129B8       35
159A30       E    Yes    000129B9-000129C0        8
159A3E     252    No     000129C1-00012C17      257
159C90       D    Yes    00012C18-00012C1F        8
159C9E      48    No     00012C20-00012C6C       4D
159CE6      1A    Yes    00012C6D-00012C74        8
159D00      6F    No     00012C75-00012CE8       74
159D6F      11    Yes    00012CE9-00012CF0        8
159D80      85    No     00012CF1-00012D7A       8A
159E05      1D    Yes    00012D7B-00012D82        8
159E22      47    No     00012D83-00012DCE       4C
159E69      17    Yes    00012DCF-00012DD6        8
159E80      80    No     00012DD7-00012E5B       85
159F00       E    Yes    00012E5C-00012E63        8
159F0E       1    No     00012E64-00012E69        6
159F0F      11    Yes    00012E6A-00012E71        8
159F20     14F    No     00012E72-00012FC5      154
15A06F      11    Yes    00012FC6-00012FCD        8
15A080      90    No     00012FCE-00013062       95
15A110      10    Yes    00013063-0001306A        8
15A120     14F    No     0001306B-000131BE      154
15A26F      11    Yes    000131BF-000131C6        8
15A280      8B    No     000131C7-00013256       90
15A30B      15    Yes    00013257-0001325E        8
15A320     221    No     0001325F-00013484      226
15A541      1F    Yes    00013485-0001348C        8
15A560      D0    No     0001348D-00013561       D5
15A638     2C7    No     00013562-0001382D      2CC
15A904       4    Yes    0001382E-00013835        8
15A90E       2    No     00013836-0001383C        7
15A910      10    Yes    0001383D-00013844        8
15A920     1F0    No     00013845-00013A39      1F5
15AB10       E    Yes    00013A3A-00013A41        8
15AB20     2E9    No     00013A42-00013D2F      2EE
15AE09      17    Yes    00013D30-00013D37        8
15AE20     1C0    No     00013D38-00013EFC      1C5
15AFE0      16    Yes    00013EFD-00013F04        8
15AFF6     271    No     00013F05-0001417A      276
15B268      16    Yes    0001417B-00014182        8
15B280      75    No     00014183-000141FC       7A
15B300      51    No     000141FD-00014252       56
15B351       D    Yes    00014253-0001425A        8
15B360      87    No     0001425B-000142E6       8C
15B3E7      17    Yes    000142E7-000142EE        8
15B400      32    No     000142EF-00014325       37
15B432       E    Yes    00014326-0001432D        8
15B440     270    No     0001432E-000145A2      275
15B6B0       E    Yes    000145A3-000145AA        8
15B6BE     192    No     000145AB-00014741      197
15B850      18    Yes    00014742-00014749        8
15B868     1A8    No     0001474A-000148F6      1AD
15BA10      10    Yes    000148F7-000148FE        8
15BA20      F0    No     000148FF-000149F3       F5
15BB10      10    Yes    000149F4-000149FB        8
15BB20      F0    No     000149FC-00014AF0       F5
15BC18      19    No     00014AF1-00014B0E       1E
15BC31       C    Yes    00014B0F-00014B16        8
15BC40     1EF    No     00014B17-00014D0A      1F4
15BE2F      11    Yes    00014D0B-00014D12        8
15BE40     329    No     00014D13-00015040      32E
15C170       6    Yes    00015041-00015048        8
15C180      17    No     00015049-00015064       1C
15C1A0      B2    No     00015065-0001511B       B7
15C252       E    Yes    0001511C-00015123        8
15C260      6D    No     00015124-00015195       72
15C2CD      12    Yes    00015196-0001519D        8
15C2E0      11    No     0001519E-000151B3       16
15C2F1       F    Yes    000151B4-000151BB        8
15C300      11    No     000151BC-000151D1       16
15C311       F    Yes    000151D2-000151D9        8
15C320      50    No     000151DA-0001522E       55
15C370      10    Yes    0001522F-00015236        8
15C380      10    No     00015237-0001524B       15
15C390      10    Yes    0001524C-00015253        8
15C3A0     1BD    No     00015254-00015415      1C2
15C55D      1A    Yes    00015416-0001541D        8
15C57C     E86    No     0001541E-000162A8      E8B
15D402       E    Yes    000162A9-000162B0        8
15D410       1    No     000162B1-000162B6        6
15D411      10    Yes    000162B7-000162BE        8
15D421       1    No     000162BF-000162C4        6
15D422       F    Yes    000162C5-000162CC        8
15D431       1    No     000162CD-000162D2        6
15D432       E    Yes    000162D3-000162DA        8
15D440     322    No     000162DB-00016601      327
15D762       E    Yes    00016602-00016609        8
15D770       2    No     0001660A-00016610        7
15D772      16    Yes    00016611-00016618        8
15D788      4B    No     00016619-00016668       50
15D7D3      33    Yes    00016669-00016670        8
15D806     529    No     00016671-00016B9E      52E
15DD2F      16    Yes    00016B9F-00016BA6        8
15DD46     1EC    No     00016BA7-00016D97      1F1
15DF32      10    Yes    00016D98-00016D9F        8
15DF42      CD    No     00016DA0-00016E71       D2
15E00F      10    Yes    00016E72-00016E79        8
15E020     1F2    No     00016E7A-00017070      1F7
15E212       E    Yes    00017071-00017078        8
15E220      36    No     00017079-000170B3       3B
15E257       D    Yes    000170B4-000170BB        8
15E264      2D    No     000170BC-000170ED       32
15E299     17F    No     000170EE-00017271      184
15E420     180    No     00017272-000173F6      185
15E5A0      10    Yes    000173F7-000173FE        8
15E5B0      E0    No     000173FF-000174E3       E5
15E696      A9    No     000174E4-00017591       AE
15E740      40    Yes    00017592-00017599        8
15E780       3    No     0001759A-000175A1        8
15E783       E    Yes    000175A2-000175A9        8
15E791       1    No     000175AA-000175AF        6
15E793       C    Yes    000175B0-000175B7        8
15E7A0      11    No     000175B8-000175CD       16
15E7B1       F    Yes    000175CE-000175D5        8
15E7C0      A0    No     000175D6-0001767A       A5
15E860      4E    Yes    0001767B-00017682        8
15E8AE       1    No     00017683-00017688        6
15E8AF      11    Yes    00017689-00017690        8
15E8C0      BF    No     00017691-00017754       C4
15E97F      21    Yes    00017755-0001775C        8
15E9A0      DE    No     0001775D-0001783F       E3
15EA7E      22    Yes    00017840-00017847        8
15EAA0      E0    No     00017848-0001792C       E5
15EB80      20    Yes    0001792D-00017934        8
15EBA0     1B2    No     00017935-00017AEB      1B7
15ED52      2E    Yes    00017AEC-00017AF3        8
15ED80      13    No     00017AF4-00017B0B       18
15ED93       E    Yes    00017B0C-00017B13        8
15EDA1      8C    No     00017B14-00017BA4       91
15EE2D      52    Yes    00017BA5-00017BAC        8
15EE80     83A    No     00017BAD-000183EB      83F
15F6C0      12    No     000183EC-00018402       17
15F6D8     10D    No     00018403-00018514      112
15F7E5      1B    Yes    00018515-0001851C        8
15F800      31    No     0001851D-00018552       36
15F831       F    Yes    00018553-0001855A        8
15F840     20A    No     0001855B-00018769      20F
15FA4A      15    Yes    0001876A-00018771        8
15FA60     4BF    No     00018772-00018C35      4C4
15FF1F     128    Yes    00018C36-00018C3D        8
160047      48    No     00018C3E-00018C8A       4D
160098      17    No     00018C8B-00018CA6       1C
1600C9       7    No     00018CA7-00018CB2        C
1600DC       1    No     00018CB3-00018CB8        6
1600F0      51    Yes    00018CB9-00018CC0        8
160141       F    No     00018CC1-00018CD4       14
160150       F    Yes    00018CD5-00018CDC        8
160160      4F    No     00018CDD-00018D30       54
1601B0      10    Yes    00018D31-00018D38        8
1601C0       F    No     00018D39-00018D4C       14
1601CF       D    Yes    00018D4D-00018D54        8
1601E0       E    No     00018D55-00018D67       13
1601F8       B    Yes    00018D68-00018D6F        8
160203       D    No     00018D70-00018D81       12
160210      33    Yes    00018D82-00018D89        8
160243      2C    No     00018D8A-00018DBA       31
160274       C    Yes    00018DBB-00018DC2        8
160280       F    No     00018DC3-00018DD6       14
16028F      11    Yes    00018DD7-00018DDE        8
1602A2       1    No     00018DDF-00018DE4        6
1602A9      3E    No     00018DE5-00018E27       43
1602F0       7    No     00018E28-00018E33        C
160318      1D    No     00018E34-00018E55       22
160336       9    Yes    00018E56-00018E5D        8
160345      2C    No     00018E5E-00018E8E       31
160371       E    Yes    00018E8F-00018E96        8
160388      1F    No     00018E97-00018EBA       24
1603B0       7    Yes    00018EBB-00018EC2        8
1603C9       1    No     00018EC3-00018EC8        6
1603D8       7    Yes    00018EC9-00018ED0        8
1603E8       7    No     00018ED1-00018EDC        C
1603F0       F    Yes    00018EDD-00018EE4        8
160400       7    No     00018EE5-00018EF0        C
160410       7    Yes    00018EF1-00018EF8        8
160420      10    No     00018EF9-00018F0D       15
160430       E    Yes    00018F0E-00018F15        8
16043E      39    No     00018F16-00018F53       3E
160480      20    No     00018F54-00018F78       25
1604A8       7    No     00018F79-00018F84        C
1604B0       F    Yes    00018F85-00018F8C        8
1604C0       7    No     00018F8D-00018F98        C
1604D0       7    No     00018F99-00018FA4        C
1604E3       C    No     00018FA5-00018FB5       11
1604EF      11    Yes    00018FB6-00018FBD        8
160500      4F    No     00018FBE-00019011       54
16054F      11    Yes    00019012-00019019        8
160560       F    No     0001901A-0001902D       14
16056F      11    Yes    0001902E-00019035        8
160580      6F    No     00019036-000190A9       74
160600       F    No     000190AA-000190BD       14
16060F      10    Yes    000190BE-000190C5        8
160621      27    No     000190C6-000190F1       2C
160650      10    Yes    000190F2-000190F9        8
160665      54    No     000190FA-00019152       59
1606C0       E    No     00019153-00019165       13
1606E0      1A    No     00019166-00019184       1F
160701      6F    No     00019185-000191F8       74
160778      5F    No     000191F9-0001925C       64
1607D7      28    Yes    0001925D-00019264        8
160800      3F    No     00019265-000192A8       44
160848       8    No     000192A9-000192B5        D
160854       C    Yes    000192B6-000192BD        8
160860      19    No     000192BE-000192DB       1E
160880      15    No     000192DC-000192F5       1A
1608A0      13    No     000192F6-0001930D       18
1608BA      21    No     0001930E-00019333       26
160940       A    No     00019334-00019342        F
160950       7    No     00019343-0001934E        C
160960      75    No     0001934F-000193C8       7A
1609D5      4E    Yes    000193C9-000193D0        8
160A23      4D    No     000193D1-00019422       52
160A70      10    Yes    00019423-0001942A        8
160A80      11    No     0001942B-00019440       16
160A91       F    Yes    00019441-00019448        8
160AA0      11    No     00019449-0001945E       16
160AB1       9    Yes    0001945F-00019466        8
160AC0      10    No     00019467-0001947B       15
160AD0      10    Yes    0001947C-00019483        8
160AE0      5B    No     00019484-000194E3       60
160B3B     147    Yes    000194E4-000194EB        8
160C82      6E    No     000194EC-0001955E       73
160CF0       E    Yes    0001955F-00019566        8
160CFE     28B    No     00019567-000197F6      290
160F89      17    Yes    000197F7-000197FE        8
160FA0     1D1    No     000197FF-000199D4      1D6
161171       F    Yes    000199D5-000199DC        8
161180      70    No     000199DD-00019A51       75
1611F0      10    Yes    00019A52-00019A59        8
161200     1A3    No     00019A5A-00019C01      1A8
1613A3      1D    Yes    00019C02-00019C09        8
1613C0       B    No     00019C0A-00019C19       10
1613CB      15    Yes    00019C1A-00019C21        8
1613E0      51    No     00019C22-00019C77       56
161431       F    Yes    00019C78-00019C7F        8
161440      10    No     00019C80-00019C94       15
161450      10    Yes    00019C95-00019C9C        8
161460      11    No     00019C9D-00019CB2       16
161471       F    Yes    00019CB3-00019CBA        8
161480      30    No     00019CBB-00019CEF       35
1614B0      10    Yes    00019CF0-00019CF7        8
1614C0       E    No     00019CF8-00019D0A       13
1614CE      12    Yes    00019D0B-00019D12        8
1614E0       6    No     00019D13-00019D1D        B
1614E6      1A    Yes    00019D1E-00019D25        8
161500      10    No     00019D26-00019D3A       15
161510      10    Yes    00019D3B-00019D42        8
161520      10    No     00019D43-00019D57       15
161530      10    Yes    00019D58-00019D5F        8
161540      10    No     00019D60-00019D74       15
161550      10    Yes    00019D75-00019D7C        8
161560       E    No     00019D7D-00019D8F       13
16156E     113    Yes    00019D90-00019D97        8
161681       9    No     00019D98-00019DA5        E
161690     80F    No     00019DA6-0001A5B9      814
161E9F     166    Yes    0001A5BA-0001A5C1        8
162005      3B    No     0001A5C2-0001A601       40
162040       F    Yes    0001A602-0001A609        8
16204F       1    No     0001A60A-0001A60F        6
162050      18    Yes    0001A610-0001A617        8
162068      98    No     0001A618-0001A6B4       9D
162100       E    Yes    0001A6B5-0001A6BC        8
16210E       2    No     0001A6BD-0001A6C3        7
162110       E    Yes    0001A6C4-0001A6CB        8
16211E       2    No     0001A6CC-0001A6D2        7
162120       E    Yes    0001A6D3-0001A6DA        8
16212E       2    No     0001A6DB-0001A6E1        7
162130       E    Yes    0001A6E2-0001A6E9        8
16213E      41    No     0001A6EA-0001A72F       46
16217F      10    Yes    0001A730-0001A737        8
16218F       1    No     0001A738-0001A73D        6
162190      13    Yes    0001A73E-0001A745        8
1621A3     23F    No     0001A746-0001A989      244
1623E2      1E    Yes    0001A98A-0001A991        8
162400     1D3    No     0001A992-0001AB69      1D8
1625D3       E    Yes    0001AB6A-0001AB71        8
1625E1       3    No     0001AB72-0001AB79        8
1625E4       E    Yes    0001AB7A-0001AB81        8
1625F2     19D    No     0001AB82-0001AD23      1A2
16278F       E    Yes    0001AD24-0001AD2B        8
16279D     7F4    No     0001AD2C-0001B524      7F9
162F92      14    Yes    0001B525-0001B52C        8
162FA6      7A    No     0001B52D-0001B5AB       7F
163027       9    No     0001B5AC-0001B5B9        E
163038     126    No     0001B5BA-0001B6E4      12B
163168       6    No     0001B6E5-0001B6EF        B
163178       4    No     0001B6F0-0001B6F8        9
16318B       7    No     0001B6F9-0001B704        C
16319C      1C    No     0001B705-0001B725       21
1631C0       8    No     0001B726-0001B732        D
1631D0       A    No     0001B733-0001B741        F
1631E1       9    No     0001B742-0001B74F        E
1631F0       1    No     0001B750-0001B755        6
1631F8     5A8    No     0001B756-0001BD02      5AD
1637A6      1A    No     0001BD03-0001BD21       1F
1637C0       E    Yes    0001BD22-0001BD29        8
1637CE       1    No     0001BD2A-0001BD2F        6
1637CF      10    Yes    0001BD30-0001BD37        8
1637DF     157    No     0001BD38-0001BE93      15C
163940      10    Yes    0001BE94-0001BE9B        8
163950      2D    No     0001BE9C-0001BECD       32
16397D      11    Yes    0001BECE-0001BED5        8
163990      12    No     0001BED6-0001BEEC       17
1639A2       E    Yes    0001BEED-0001BEF4        8
1639B0       D    No     0001BEF5-0001BF06       12
1639C6       A    Yes    0001BF07-0001BF0E        8
1639D0      A5    No     0001BF0F-0001BFB8       AA
163A75      14    Yes    0001BFB9-0001BFC0        8
163A89       1    No     0001BFC1-0001BFC6        6
163A8A      1C    Yes    0001BFC7-0001BFCE        8
163AA6      3C    No     0001BFCF-0001C00F       41
163AF0       1    No     0001C010-0001C015        6
163AF8     107    No     0001C016-0001C121      10C
163BFF      C1    Yes    0001C122-0001C129        8
163CC2      5E    No     0001C12A-0001C18C       63
163D20      C0    Yes    0001C18D-0001C194        8
163DE0      B6    No     0001C195-0001C24F       BB
163E96      51    Yes    0001C250-0001C257        8
163EE8      F8    No     0001C258-0001C354       FD
163FE0      4A    Yes    0001C355-0001C35C        8
16402A     136    No     0001C35D-0001C497      13B
164160      20    Yes    0001C498-0001C49F        8
164180      F4    No     0001C4A0-0001C598       F9
164274      8C    Yes    0001C599-0001C5A0        8
164300       3    No     0001C5A1-0001C5A8        8
164303      1D    Yes    0001C5A9-0001C5B0        8
164320      25    No     0001C5B1-0001C5DA       2A
164345      18    Yes    0001C5DB-0001C5E2        8
164360      8F    No     0001C5E3-0001C676       94
1643EF       F    Yes    0001C677-0001C67E        8
1643FE       2    No     0001C67F-0001C685        7
164400      C0    Yes    0001C686-0001C68D        8
1644C0      A0    No     0001C68E-0001C732       A5
164560      E0    Yes    0001C733-0001C73A        8
164640      36    No     0001C73B-0001C775       3B
164676      14    Yes    0001C776-0001C77D        8
16468A      34    No     0001C77E-0001C7B6       39
1646BE      E2    Yes    0001C7B7-0001C7BE        8
1647A0      5E    No     0001C7BF-0001C821       63
1647FE     205    Yes    0001C822-0001C829        8
164A03     113    No     0001C82A-0001C941      118
164B1C       3    No     0001C942-0001C949        8
164B1F      42    Yes    0001C94A-0001C951        8
164B61     11F    No     0001C952-0001CA75      124
164C80      39    Yes    0001CA76-0001CA7D        8
164CC0     14F    No     0001CA7E-0001CBD1      154
164E16     163    No     0001CBD2-0001CD39      168
164F79      2B    Yes    0001CD3A-0001CD41        8
164FA4     112    No     0001CD42-0001CE58      117
1650B6      39    Yes    0001CE59-0001CE60        8
1650EF       1    No     0001CE61-0001CE66        6
1650F0      10    Yes    0001CE67-0001CE6E        8
165100     11F    No     0001CE6F-0001CF92      124
165220      20    Yes    0001CF93-0001CF9A        8
165240     566    No     0001CF9B-0001D505      56B
1657A6      1A    Yes    0001D506-0001D50D        8
1657C0       6    No     0001D50E-0001D518        B
1657C6      1A    Yes    0001D519-0001D520        8
1657E0      8C    No     0001D521-0001D5B1       91
16586C      14    Yes    0001D5B2-0001D5B9        8
165880       C    No     0001D5BA-0001D5CA       11
16588C       D    Yes    0001D5CB-0001D5D2        8
1658A0       C    Yes    0001D5D3-0001D5DA        8
1658AC       2    No     0001D5DB-0001D5E1        7
1658B0      10    Yes    0001D5E2-0001D5E9        8
1658C0       C    Yes    0001D5EA-0001D5F1        8
1658CC       4    No     0001D5F2-0001D5FA        9
1658D0      10    Yes    0001D5FB-0001D602        8
1658E0       A    Yes    0001D603-0001D60A        8
1658EA       6    No     0001D60B-0001D615        B
1658F0      10    Yes    0001D616-0001D61D        8
165900       A    No     0001D61E-0001D62C        F
16590A     444    Yes    0001D62D-0001D634        8
165D4E      52    No     0001D635-0001D68B       57
165DA2      7D    Yes    0001D68C-0001D693        8
165E20      BF    No     0001D694-0001D757       C4
165EE0      40    Yes    0001D758-0001D75F        8
165F20      D5    No     0001D760-0001D839       DA
165FF5      2C    Yes    0001D83A-0001D841        8
166021      9B    No     0001D842-0001D8E1       A0
1660BC      65    Yes    0001D8E2-0001D8E9        8
166121      7E    No     0001D8EA-0001D96C       83
1661A0      80    Yes    0001D96D-0001D974        8
166220      84    No     0001D975-0001D9FD       89
1662B1      8C    Yes    0001D9FE-0001DA05        8
166340      1A    No     0001DA06-0001DA24       1F
166360      20    No     0001DA25-0001DA49       25
166380      C0    Yes    0001DA4A-0001DA51        8
166440       F    No     0001DA52-0001DA65       14
166450       8    Yes    0001DA66-0001DA6D        8
16645D      23    No     0001DA6E-0001DA95       28
166480      C0    Yes    0001DA96-0001DA9D        8
166540      5E    No     0001DA9E-0001DB00       63
16659E      70    Yes    0001DB01-0001DB08        8
16660E      12    No     0001DB09-0001DB1F       17
166626      19    No     0001DB20-0001DB3D       1E
166648      98    No     0001DB3E-0001DBDA       9D
1666E0      5E    Yes    0001DBDB-0001DBE2        8
166740     100    No     0001DBE3-0001DCE7      105
166840      60    Yes    0001DCE8-0001DCEF        8
1668A0     102    No     0001DCF0-0001DDF6      107
1669A8      1E    Yes    0001DDF7-0001DDFE        8
1669C6     11A    No     0001DDFF-0001DF1D      11F
166AE0      3F    Yes    0001DF1E-0001DF25        8
166B20     127    No     0001DF26-0001E051      12C
166C4E      10    Yes    0001E052-0001E059        8
166C60     11F    No     0001E05A-0001E17D      124
166D86      1A    Yes    0001E17E-0001E185        8
166DA0      F8    No     0001E186-0001E282       FD
166E9E      22    No     0001E283-0001E2A9       27
166EC0      20    Yes    0001E2AA-0001E2B1        8
166EE0       9    No     0001E2B2-0001E2BF        E
166EF0      1B    No     0001E2C0-0001E2DF       20
166F0B      15    Yes    0001E2E0-0001E2E7        8
166F20      4F    No     0001E2E8-0001E33B       54
166F6F      11    Yes    0001E33C-0001E343        8
166F80       F    No     0001E344-0001E357       14
166F8F      10    Yes    0001E358-0001E35F        8
166FA0      13    No     0001E360-0001E377       18
166FBA      17    No     0001E378-0001E393       1C
166FD8      22    No     0001E394-0001E3BA       27
167000     24F    No     0001E3BB-0001E60E      254
167258      97    No     0001E60F-0001E6AA       9C
1672EF      10    Yes    0001E6AB-0001E6B2        8
167300     350    No     0001E6B3-0001EA07      355
167650      10    Yes    0001EA08-0001EA0F        8
167660      68    No     0001EA10-0001EA7C       6D
1676C8     1BB    Yes    0001EA7D-0001EA84        8
167884      3B    No     0001EA85-0001EAC4       40
1678BF      49    Yes    0001EAC5-0001EACC        8
167908      98    No     0001EACD-0001EB69       9D
1679A0      20    Yes    0001EB6A-0001EB71        8
1679C0     12B    No     0001EB72-0001ECA1      130
167AF2      4A    No     0001ECA2-0001ECF0       4F
167B3C      23    Yes    0001ECF1-0001ECF8        8
167B60      72    No     0001ECF9-0001ED6F       77
167BD2       D    Yes    0001ED70-0001ED77        8
167BE0      1F    No     0001ED78-0001ED9B       24
167BFF      21    Yes    0001ED9C-0001EDA3        8
167C20      97    No     0001EDA4-0001EE3F       9C
167CC0      3F    Yes    0001EE40-0001EE47        8
167D00      39    No     0001EE48-0001EE85       3E
167D40      13    No     0001EE86-0001EE9D       18
167D53     2AD    Yes    0001EE9E-0001EEA5        8
168004      5C    No     0001EEA6-0001EF06       61
168064       A    Yes    0001EF07-0001EF0E        8
16806E       1    No     0001EF0F-0001EF14        6
16806F      15    Yes    0001EF15-0001EF1C        8
168084     155    No     0001EF1D-0001F076      15A
1681D9      2C    Yes    0001F077-0001F07E        8
168205     2AB    No     0001F07F-0001F32E      2B0
1684B0       E    Yes    0001F32F-0001F336        8
1684BE       2    No     0001F337-0001F33D        7
1684C0       E    Yes    0001F33E-0001F345        8
1684CE       1    No     0001F346-0001F34B        6
1684CF      11    Yes    0001F34C-0001F353        8
1684E0     14B    No     0001F354-0001F4A3      150
16862B      35    Yes    0001F4A4-0001F4AB        8
168660      7E    No     0001F4AC-0001F52E       83
1686DE      28    Yes    0001F52F-0001F536        8
168706      7A    No     0001F537-0001F5B5       7F
168780      20    Yes    0001F5B6-0001F5BD        8
1687A0     329    No     0001F5BE-0001F8EB      32E
168AC9      16    Yes    0001F8EC-0001F8F3        8
168AE0      8B    No     0001F8F4-0001F983       90
168B6B      1B    Yes    0001F984-0001F98B        8
168B86       A    No     0001F98C-0001F99A        F
168B98     1B7    No     0001F99B-0001FB56      1BC
168D58      18    No     0001FB57-0001FB73       1D
168D7A      FB    No     0001FB74-0001FC73      100
168E76       F    Yes    0001FC74-0001FC7B        8
168E86     17A    No     0001FC7C-0001FDFA      17F
169000       E    Yes    0001FDFB-0001FE02        8
16900E       1    No     0001FE03-0001FE08        6
16900F       C    Yes    0001FE09-0001FE10        8
169020      15    No     0001FE11-0001FE2A       1A
16903B      76    No     0001FE2B-0001FEA5       7B
1690BE       A    No     0001FEA6-0001FEB4        F
1690D0      7D    No     0001FEB5-0001FF36       82
16914D      10    Yes    0001FF37-0001FF3E        8
169160       F    No     0001FF3F-0001FF52       14
169170      10    Yes    0001FF53-0001FF5A        8
169180       F    No     0001FF5B-0001FF6E       14
169190       F    Yes    0001FF6F-0001FF76        8
1691A0      2F    No     0001FF77-0001FFAA       34
1691D4       D    Yes    0001FFAB-0001FFB2        8
1691E2      ED    No     0001FFB3-000200A4       F2
1692CF      1A    Yes    000200A5-000200AC        8
1692EA       9    No     000200AD-000200BA        E
1692FB      9F    No     000200BB-0002015E       A4
1693A0      D0    No     0002015F-00020233       D5
169478       8    No     00020234-00020240        D
169480       B    Yes    00020241-00020248        8
16948E       5    No     00020249-00020252        A
1694A0       F    No     00020253-00020266       14
1694B5      7A    No     00020267-000202E5       7F
169538      AF    No     000202E6-00020399       B4
1695E7      19    Yes    0002039A-000203A1        8
169600     178    No     000203A2-0002051E      17D
169780      8B    No     0002051F-000205AE       90
16980C      1C    Yes    000205AF-000205B6        8
169828      5F    No     000205B7-0002061A       64
16988D       1    No     0002061B-00020620        6
169898       5    No     00020621-0002062A        A
16989D      11    Yes    0002062B-00020632        8
1698AE       1    No     00020633-00020638        6
1698AF      11    Yes    00020639-00020640        8
1698C0     172    No     00020641-000207B7      177
169A38     2F7    No     000207B8-00020AB3      2FC
169D2F      11    Yes    00020AB4-00020ABB        8
169D40     26A    No     00020ABC-00020D2A      26F
169FB0      B0    No     00020D2B-00020DDF       B5
16A067      29    No     00020DE0-00020E0D       2E
16A098       8    No     00020E0E-00020E1A        D
16A0A6       A    No     00020E1B-00020E29        F
16A0B7       C    No     00020E2A-00020E3A       11
16A0CD      13    No     00020E3B-00020E52       18
16A0E7      79    No     00020E53-00020ED0       7E
16A160      16    Yes    00020ED1-00020ED8        8
16A176      E9    No     00020ED9-00020FC6       EE
16A25F      15    Yes    00020FC7-00020FCE        8
16A274      EC    No     00020FCF-000210BF       F1
16A361      15    Yes    000210C0-000210C7        8
16A378     181    No     000210C8-0002124D      186
16A4F9      17    Yes    0002124E-00021255        8
16A510     130    No     00021256-0002138A      135
16A648     330    No     0002138B-000216BF      335
16A97E      92    No     000216C0-00021756       97
16AA16     139    No     00021757-00021894      13E
16AB50      10    Yes    00021895-0002189C        8
16AB60      88    No     0002189D-00021929       8D
16ABF0       8    No     0002192A-00021936        D
16ABFE      82    No     00021937-000219BD       87
16AC80      20    Yes    000219BE-000219C5        8
16ACA0      80    No     000219C6-00021A4A       85
16AD20      40    Yes    00021A4B-00021A52        8
16AD60      4F    No     00021A53-00021AA6       54
16ADAF      11    Yes    00021AA7-00021AAE        8
16ADC0     8A0    No     00021AAF-00022353      8A5
16B666     48B    No     00022354-000227E3      490
16BAF1       F    Yes    000227E4-000227EB        8
16BB00      E9    No     000227EC-000228D9       EE
16BBE9      17    Yes    000228DA-000228E1        8
16BC00      4B    No     000228E2-00022931       50
16BC50      10    Yes    00022932-00022939        8
16BC60       B    No     0002293A-00022949       10
16BC6B      15    Yes    0002294A-00022951        8
16BC80       B    No     00022952-00022961       10
16BC8B      15    Yes    00022962-00022969        8
16BCA0      2D    No     0002296A-0002299B       32
16BCCD      15    Yes    0002299C-000229A3        8
16BCE2      CD    No     000229A4-00022A75       D2
16BDB2       E    Yes    00022A76-00022A7D        8
16BDC0      72    No     00022A7E-00022AF4       77
16BE32       B    Yes    00022AF5-00022AFC        8
16BE40     1CF    No     00022AFD-00022CD0      1D4
16C010      10    Yes    00022CD1-00022CD8        8
16C020     1AF    No     00022CD9-00022E8C      1B4
16C1D0      10    Yes    00022E8D-00022E94        8
16C1E0     4B8    No     00022E95-00023351      4BD
16C6A0       B    No     00023352-00023361       10
16C6AC      13    Yes    00023362-00023369        8
16C6C0     157    No     0002336A-000234C5      15C
16C81F      17    No     000234C6-000234E1       1C
16C836      14    Yes    000234E2-000234E9        8
16C84B      D6    No     000234EA-000235C4       DB
16C921      1F    Yes    000235C5-000235CC        8
16C940     20F    No     000235CD-000237E0      214
16CB4F      11    Yes    000237E1-000237E8        8
16CB60      B3    No     000237E9-000238A0       B8
16CC1A     199    No     000238A1-00023A3E      19E
16CDB9      62    No     00023A3F-00023AA5       67
16CE21      12    No     00023AA6-00023ABC       17
16CE3A      6D    No     00023ABD-00023B2E       72
16CEA7      19    Yes    00023B2F-00023B36        8
16CEC0       3    No     00023B37-00023B3E        8
16CEC3      1F    Yes    00023B3F-00023B46        8
16CEE2      8D    No     00023B47-00023BD8       92
16CF6F       F    Yes    00023BD9-00023BE0        8
16CF7E     3C2    No     00023BE1-00023FA7      3C7
16D340       E    Yes    00023FA8-00023FAF        8
16D34E       1    No     00023FB0-00023FB5        6
16D34F      11    Yes    00023FB6-00023FBD        8
16D360      81    No     00023FBE-00024043       86
16D3E1      1F    Yes    00024044-0002404B        8
16D400      AD    No     0002404C-000240FD       B2
16D4AD      12    Yes    000240FE-00024105        8
16D4C0      90    No     00024106-0002419A       95
16D550       E    Yes    0002419B-000241A2        8
16D55E      62    No     000241A3-00024209       67
